t,x(t),v(t),F(t) (added)
3.439997,3.361198,1.709999,1
3.459997,3.395598,1.719999,1
3.479997,3.430198,1.729999,1
3.499997,3.464998,1.739999,1
3.519997,3.499998,1.749999,1
3.539997,3.535198,1.759999,1
3.559997,3.570598,1.769999,1
3.579997,3.606198,1.779999,1
3.599997,3.641998,1.789999,1
3.619997,3.677998,1.799999,1
3.639997,3.714198,1.809999,1
3.659997,3.750598,1.819999,1
3.679997,3.787198,1.829999,1
3.699997,3.823998,1.839999,1
3.719997,3.860998,1.849999,1
3.739997,3.898198,1.859999,1
3.759997,3.935598,1.869999,1
3.779997,3.973198,1.879999,1
3.799997,4.010998,1.889999,1
3.819997,4.048998,1.899999,1
3.839997,4.087198,1.909999,1
3.859997,4.125598,1.919999,1
3.879997,4.164198,1.929999,1
3.899997,4.202998,1.939999,1
3.919997,4.241998,1.949998,1
3.939997,4.281198,1.959998,1
3.959997,4.320598,1.969998,1
3.979997,4.360198,1.979998,1
3.999997,4.399998,1.989998,1
4.019997,4.439998,1.999998,1
4.039997,4.480197,2.009999,1
4.059997,4.520597,2.019999,0.998384
4.079997,4.561197,2.029982,0.995144
4.099997,4.601996,2.039934,0.990272
4.119997,4.642992,2.049836,0.9837602
4.139997,4.684186,2.059674,0.9756007
4.159997,4.725574,2.06943,0.9657856
4.179997,4.767156,2.079088,0.9543073
4.199997,4.808929,2.088631,0.941158
4.219997,4.85089,2.098043,0.9263303
4.239997,4.893036,2.107306,0.9098168
4.259997,4.935364,2.116404,0.8916101
4.279997,4.97787,2.12532,0.8717033
4.299997,5.020551,2.134037,0.8500891
4.319997,5.063402,2.142538,0.8267609
4.339997,5.106418,2.150806,0.8017122
4.359997,5.149594,2.158823,0.7749363
4.379997,5.192926,2.166572,0.7464271
4.399997,5.236407,2.174036,0.7161788
4.419997,5.280031,2.181198,0.6841854
4.439997,5.323792,2.18804,0.6504417
4.459997,5.367682,2.194545,0.6149423
4.479997,5.411696,2.200694,0.5776824
4.499997,5.455826,2.206471,0.5386572
4.519997,5.500063,2.211858,0.4978626
4.539997,5.5444,2.216836,0.4552945
4.559997,5.588828,2.221389,0.4109493
4.579997,5.633337,2.225498,0.3648238
4.599997,5.67792,2.229147,0.3169149
4.619997,5.722567,2.232316,0.2672201
4.639997,5.767266,2.234988,0.2157373
4.659997,5.812009,2.237145,0.1624649
4.679996,5.856785,2.23877,0.1074014
4.699996,5.901582,2.239844,0.05054599
4.719996,5.946389,2.24035,-0.008101661
4.739996,5.991194,2.240268,-0.06854153
4.759996,6.035986,2.239583,-0.1307731
4.779996,6.080751,2.238275,-0.1947952
4.799996,6.125478,2.236327,-0.2606064
4.819996,6.170152,2.233721,-0.3282046
4.839996,6.214761,2.230439,-0.3975872
4.859996,6.25929,2.226463,-0.4687509
4.879996,6.303726,2.221776,-0.541692
4.899996,6.348053,2.216359,-0.6164063
4.919996,6.392257,2.210195,-0.6928886
4.939996,6.436322,2.203266,-0.7711336
4.959996,6.480233,2.195554,-0.851135
4.979996,6.523974,2.187043,-0.9328861
4.999996,6.567528,2.177714,-1.016379
5.019996,6.610879,2.167551,-1.101607
5.039996,6.65401,2.156534,-1.188559
5.059996,6.696903,2.144649,-1.277227
5.079996,6.739541,2.131876,-1.367601
5.099996,6.781905,2.118201,-1.459669
5.119996,6.823977,2.103604,-1.553421
5.139996,6.865738,2.08807,-1.648842
5.159996,6.90717,2.071581,-1.745921
5.179996,6.948252,2.054122,-1.844643
5.199996,6.988966,2.035676,-1.944994
5.219996,7.02929,2.016226,-2.046958
5.239996,7.069205,1.995756,-2.150518
5.259996,7.10869,1.974251,-2.255658
5.279996,7.147724,1.951694,-2.362359
5.299996,7.186285,1.928071,-2.470603
5.319996,7.224353,1.903365,-2.580369
5.339996,7.261904,1.877561,-2.691637
5.359996,7.298917,1.850645,-2.804386
5.379996,7.335369,1.822601,-2.918593
5.399996,7.371237,1.793415,-3.034234
5.419996,7.406499,1.763073,-3.151286
5.439996,7.44113,1.73156,-3.269724
5.459996,7.475107,1.698863,-3.38952
5.479996,7.508407,1.664967,-3.510648
5.499996,7.541004,1.629861,-3.63308
5.519996,7.572874,1.59353,-3.756788
5.539996,7.603993,1.555962,-3.881739
5.559996,7.634336,1.517145,-4.007905
5.579996,7.663878,1.477066,-4.135252
5.599996,7.692592,1.435713,-4.263748
5.619996,7.720454,1.393076,-4.393358
5.639996,7.747437,1.349142,-4.524047
5.659996,7.773515,1.303902,-4.65578
5.679996,7.798662,1.257344,-4.788518
5.699996,7.822851,1.209459,-4.922225
5.719995,7.846056,1.160236,-5.056859
5.739995,7.868249,1.109668,-5.192381
5.759995,7.889404,1.057744,-5.328749
5.779995,7.909493,1.004457,-5.465921
5.799995,7.928489,0.9497975,-5.603853
5.819995,7.946364,0.893759,-5.742499
5.839995,7.96309,0.836334,-5.881815
5.859995,7.978641,0.7775158,-6.021753
5.879995,7.992987,0.7172983,-6.162264
5.899995,8.006101,0.6556757,-6.3033
5.919995,8.017954,0.5926427,-6.444811
5.939995,8.028518,0.5281946,-6.586744
5.959995,8.037765,0.4623272,-6.729046
5.979995,8.045666,0.3950367,-6.871665
5.999995,8.052192,0.3263201,-7.014545
6.019995,8.057315,0.2561746,-7.157629
6.039995,8.061007,0.1845983,-7.300862
6.059995,8.063238,0.1115897,-7.444183
6.079995,8.063981,0.03714787,-7.587535
6.099995,8.063207,-0.03872748,-7.730855
6.119995,8.060886,-0.116036,-7.874083
6.139995,8.056991,-0.1947769,-8.017155
6.159995,8.051492,-0.2749484,-8.160007
6.179995,8.044361,-0.3565485,-8.302573
6.199995,8.035569,-0.4395742,-8.444788
6.219995,8.025088,-0.5240221,-8.586584
6.239995,8.012891,-0.609888,-8.727892
6.259995,7.998948,-0.6971669,-8.868642
6.279995,7.983231,-0.7858533,-9.008763
6.299995,7.965712,-0.8759409,-9.148184
6.319995,7.946363,-0.9674227,-9.286831
6.339995,7.925157,-1.060291,-9.424629
6.359995,7.902066,-1.154537,-9.561504
6.379995,7.877063,-1.250152,-9.697379
6.399995,7.850121,-1.347126,-9.832176
6.419995,7.821212,-1.445448,-9.965816
6.439995,7.79031,-1.545106,-10.09822
6.459995,7.757388,-1.646088,-10.22931
6.479995,7.722421,-1.748381,-10.359
6.499995,7.685381,-1.851971,-10.4872
6.519995,7.646245,-1.956843,-10.61385
6.539995,7.604985,-2.062982,-10.73884
6.559995,7.561577,-2.17037,-10.86209
6.579995,7.515997,-2.278991,-10.98353
6.599995,7.468221,-2.388826,-11.10305
6.619995,7.418223,-2.499856,-11.22057
6.639995,7.365982,-2.612062,-11.336
6.659995,7.311474,-2.725422,-11.44925
6.679995,7.254675,-2.839915,-11.56023
6.699995,7.195565,-2.955517,-11.66884
6.719995,7.134121,-3.072205,-11.775
6.739995,7.070322,-3.189955,-11.87861
6.759995,7.004147,-3.308741,-11.97956
6.779994,6.935576,-3.428537,-12.07778
6.799994,6.86459,-3.549315,-12.17316
6.819994,6.791169,-3.671046,-12.26559
6.839994,6.715295,-3.793702,-12.355
6.859994,6.63695,-3.917252,-12.44127
6.879994,6.556117,-4.041665,-12.52431
6.899994,6.472779,-4.166908,-12.60401
6.919994,6.38692,-4.292948,-12.68028
6.939994,6.298525,-4.419751,-12.75301
6.959994,6.207579,-4.547281,-12.82211
6.979994,6.114069,-4.675502,-12.88746
6.999994,6.017982,-4.804377,-12.94897
7.019994,5.919304,-4.933867,-13.00654
7.039994,5.818026,-5.063932,-13.06005
7.059994,5.714135,-5.194532,-13.10941
7.079994,5.607623,-5.325626,-13.15451
7.099994,5.498479,-5.457171,-13.19524
7.119994,5.386697,-5.589124,-13.2315
7.139994,5.272268,-5.721439,-13.26318
7.159994,5.155186,-5.854071,-13.29018
7.179994,5.035447,-5.986972,-13.31239
7.199994,4.913045,-6.120096,-13.3297
7.219994,4.787977,-6.253393,-13.34201
7.239994,4.660241,-6.386813,-13.34922
7.259994,4.529835,-6.520305,-13.3512
7.279994,4.396759,-6.653817,-13.3512
7.299994,4.261013,-6.787329,-13.3512
7.319994,4.122596,-6.920841,-13.3512
7.339994,3.981509,-7.054353,-13.3512
7.359994,3.837751,-7.187865,-13.3512
7.379994,3.691324,-7.321377,-13.3512
7.399994,3.542226,-7.454889,-13.3512
7.419994,3.390458,-7.588401,-13.3512
7.439994,3.23602,-7.721913,-13.3512
7.459994,3.078911,-7.855425,-13.3512
7.479994,2.919132,-7.988937,-13.3512
7.499994,2.756684,-8.12245,-13.3512
7.519994,2.591564,-8.255962,-13.3512
7.539994,2.423775,-8.389475,-13.3512
7.559994,2.253315,-8.522987,-13.3512
7.579994,2.080185,-8.6565,-13.3512
7.599994,1.904385,-8.790012,-13.3512
7.619994,1.725914,-8.923525,-13.3512
7.639994,1.544774,-9.057037,-13.3512
7.659994,1.360963,-9.19055,-13.3512
7.679994,1.174482,-9.324062,-13.3512
7.699994,0.98533,-9.457575,-13.3512
7.719994,0.7935082,-9.591087,-13.3512
7.739994,0.5990162,-9.7246,-13.3512
7.759994,0.401854,-9.858112,-13.3512
7.779994,0.2020215,-9.991625,-13.3512
7.799994,-0.000481233,-10.12514,-13.3512
7.819993,-0.2056542,-10.25865,-13.3512
7.839993,-0.4134974,-10.39216,-13.3512
7.859993,-0.6240109,-10.52567,-13.3512
7.879993,-0.8371947,-10.65919,-13.3512
7.899993,-1.053049,-10.7927,-13.3512
7.919993,-1.271573,-10.92621,-13.3512
7.939993,-1.492767,-11.05972,-13.3512
7.959993,-1.716632,-11.19324,-13.3512
7.979993,-1.943167,-11.32675,-13.3512
7.999993,-2.172372,-11.46026,-13.3512
8.019994,-2.404248,-11.59377,-13.3512
8.039994,-2.638793,-11.72729,-13.3512
8.059995,-2.876009,-11.8608,-13.3512
8.079995,-3.115896,-11.99431,-13.3512
8.099996,-3.358452,-12.12782,-13.3512
8.119996,-3.603679,-12.26134,-13.3512
8.139997,-3.851576,-12.39485,-13.3512
8.159997,-4.102143,-12.52836,-13.3512
8.179997,-4.355381,-12.66187,-13.3512
8.199998,-4.611289,-12.79539,-13.3512
8.219998,-4.869866,-12.9289,-13.3512
8.239999,-4.829993,1.18937,-13.3512
8.259999,-4.813689,0.4390952,-13.3512
8.28,-4.804625,0.3693565,-13.3512
8.3,-4.798722,0.2725002,-13.3512
8.320001,-4.795407,0.1406335,-13.3512
8.340001,-4.794407,0.04440126,-13.3512
8.360002,-4.794742,-0.02098983,-13.3512
8.380002,-4.795916,-0.06154279,-13.3512
8.400002,-4.797521,-0.08232561,-13.3512
8.420003,-4.799226,-0.08868323,-13.3512
8.440003,-4.800535,-0.06186275,-13.3512
8.460004,-4.801248,-0.04013816,-13.3512
8.480004,-4.801769,-0.03231835,-13.3512
8.500005,-4.801998,-0.01786278,-13.3512
8.520005,-4.802063,-0.01136254,-13.3512
8.540006,-4.8021,-0.008225009,-13.3512
8.560006,-4.802107,-0.007268578,-13.3512
8.580007,-4.802171,-0.01035756,-13.3512
8.600007,-4.802351,-0.01597954,-13.3512
8.620008,-4.802628,-0.01994039,-13.3512
8.640008,-4.802937,-0.02111322,-13.3512
8.660008,-4.803295,-0.02405638,-13.3512
8.680009,-4.80369,-0.02572343,-13.3512
8.700009,-4.80412,-0.02758907,-13.3512
8.72001,-4.804493,-0.02372274,-13.3512
8.74001,-4.804896,-0.02659221,-13.3512
8.760011,-4.805078,-0.01415136,-13.3512
8.780011,-4.805298,-0.01742765,-13.3512
8.800012,-4.805552,-0.01885347,-13.3512
8.820012,-4.805873,-0.02274141,-13.3512
8.840013,-4.806258,-0.02559523,-13.3512
8.860013,-4.806692,-0.02792136,-13.3512
8.880013,-4.807059,-0.02359223,-13.3512
8.900014,-4.807438,-0.02522719,-13.3512
8.920014,-4.807735,-0.02082358,-13.3512
8.940015,-4.808031,-0.02081709,-13.3512
8.960015,-4.808399,-0.02542301,-13.3512
8.980016,-4.808565,-0.01288748,-13.3512
9.000016,-4.808761,-0.01636983,-13.3512
9.020017,-4.809001,-0.01829512,-13.3512
9.040017,-4.80929,-0.02078092,-13.3512
9.060018,-4.809643,-0.02396472,-13.3512
9.080018,-4.810055,-0.02683878,-13.3512
9.100019,-4.810418,-0.02334544,-13.3512
9.120019,-4.810802,-0.02548343,-13.3512
9.140019,-4.8111,-0.02082434,-13.3512
9.16002,-4.811396,-0.02078803,-13.3512
9.18002,-4.811762,-0.02528381,-13.3512
9.200021,-4.811926,-0.01286811,-13.3512
9.220021,-4.812121,-0.01631178,-13.3512
9.240022,-4.812359,-0.01813406,-13.3512
9.260022,-4.812642,-0.02041861,-13.3512
9.280023,-4.812987,-0.02357386,-13.3512
9.300023,-4.813395,-0.02663571,-13.3512
9.320024,-4.813758,-0.02337824,-13.3512
9.340024,-4.814144,-0.02555124,-13.3512
9.360024,-4.814442,-0.02085562,-13.3512
9.380025,-4.814739,-0.02084388,-13.3512
9.400025,-4.815104,-0.02524626,-13.3512
9.420026,-4.815268,-0.01298037,-13.3512
9.440026,-4.815468,-0.01654361,-13.3512
9.460027,-4.81571,-0.01832955,-13.3512
9.480027,-4.816002,-0.02093607,-13.3512
9.500028,-4.81636,-0.02418973,-13.3512
9.520028,-4.816777,-0.02712736,-13.3512
9.540029,-4.817144,-0.02354677,-13.3512
9.560029,-4.817525,-0.02528842,-13.3512
9.580029,-4.81782,-0.02069843,-13.3512
9.60003,-4.818114,-0.02078678,-13.3512
9.62003,-4.818479,-0.02520695,-13.3512
9.640031,-4.818641,-0.01301093,-13.3512
9.660031,-4.818843,-0.01664677,-13.3512
9.680032,-4.819088,-0.01845914,-13.3512
9.700032,-4.819383,-0.02104837,-13.3512
9.720033,-4.819742,-0.02427272,-13.3512
9.740033,-4.82016,-0.02709153,-13.3512
9.760034,-4.820524,-0.02338362,-13.3512
9.780034,-4.820907,-0.02543597,-13.3512
9.800035,-4.821204,-0.02078538,-13.3512
9.820035,-4.821499,-0.02075222,-13.3512
9.840035,-4.821865,-0.02526197,-13.3512
9.860036,-4.822028,-0.01285811,-13.3512
9.880036,-4.822224,-0.01632459,-13.3512
9.900037,-4.822462,-0.01814371,-13.3512
9.920037,-4.822745,-0.02045475,-13.3512
9.940038,-4.823092,-0.02363285,-13.3512
9.960038,-4.8235,-0.0266806,-13.3512
9.980039,-4.823864,-0.02337822,-13.3512
10.00004,-4.824248,-0.0254955,-13.3512
10.02004,-4.824545,-0.02080855,-13.3512
10.04004,-4.824841,-0.02080674,-13.3512
10.06004,-4.825206,-0.02522045,-13.3512
10.08004,-4.825369,-0.01297164,-13.3512
10.10004,-4.825569,-0.01654588,-13.3512
10.12004,-4.825811,-0.01833828,-13.3512
10.14004,-4.826105,-0.02103002,-13.3512
10.16004,-4.826465,-0.02432384,-13.3512
10.18004,-4.826885,-0.02723488,-13.3512
10.20004,-4.827252,-0.02356856,-13.3512
10.22004,-4.827632,-0.0252098,-13.3512
10.24004,-4.827925,-0.02064289,-13.3512
10.26005,-4.82822,-0.02076136,-13.3512
10.28005,-4.828584,-0.02518851,-13.3512
10.30005,-4.828746,-0.01300047,-13.3512
10.32005,-4.828948,-0.01664475,-13.3512
10.34005,-4.829193,-0.01845193,-13.3512
10.36005,-4.829488,-0.02107407,-13.3512
10.38005,-4.829848,-0.02430968,-13.3512
10.40005,-4.830266,-0.0271181,-13.3512
10.42005,-4.83063,-0.02337283,-13.3512
10.44005,-4.831012,-0.02538149,-13.3512
10.46005,-4.831308,-0.02074467,-13.3512
10.48005,-4.831603,-0.02072178,-13.3512
10.50005,-4.831967,-0.025224,-13.3512
10.52005,-4.83213,-0.0128469,-13.3512
10.54005,-4.832326,-0.01632142,-13.3512
10.56005,-4.832564,-0.01814744,-13.3512
10.58005,-4.832849,-0.02051829,-13.3512
10.60005,-4.833197,-0.02372287,-13.3512
10.62005,-4.833607,-0.0267776,-13.3512
10.64005,-4.833971,-0.02340083,-13.3512
10.66005,-4.834354,-0.02542698,-13.3512
10.68005,-4.834651,-0.02074608,-13.3512
10.70006,-4.834946,-0.02077076,-13.3512
10.72006,-4.83531,-0.02517802,-13.3512
10.74006,-4.835472,-0.01294672,-13.3512
10.76006,-4.835671,-0.01652269,-13.3512
10.78006,-4.835913,-0.01832607,-13.3512
10.80006,-4.836207,-0.02103694,-13.3512
10.82006,-4.836568,-0.02435786,-13.3512
10.84006,-4.836988,-0.02727067,-13.3512
10.86006,-4.837356,-0.02356476,-13.3512
10.88006,-4.837735,-0.0251476,-13.3512
10.90006,-4.838027,-0.0205905,-13.3512
10.92006,-4.83832,-0.0207212,-13.3512
10.94006,-4.838683,-0.02513944,-13.3512
10.96006,-4.838844,-0.01297221,-13.3512
10.98006,-4.839046,-0.01662457,-13.3512
11.00006,-4.83929,-0.01843083,-13.3512
11.02006,-4.839585,-0.02105163,-13.3512
11.04006,-4.839945,-0.02432239,-13.3512
11.06006,-4.840364,-0.02714388,-13.3512
11.08006,-4.840728,-0.02336307,-13.3512
11.10006,-4.841109,-0.02532221,-13.3512
11.12006,-4.841404,-0.02068536,-13.3512
11.14007,-4.841698,-0.02066658,-13.3512
11.16007,-4.842061,-0.02518487,-13.3512
11.18007,-4.842224,-0.01282981,-13.3512
11.20007,-4.842419,-0.01631583,-13.3512
11.22007,-4.842657,-0.01813735,-13.3512
11.24007,-4.842943,-0.02059481,-13.3512
11.26007,-4.843293,-0.02381498,-13.3512
11.28007,-4.843705,-0.02685611,-13.3512
11.30007,-4.844069,-0.02340128,-13.3512
11.32007,-4.844451,-0.02535158,-13.3512
11.34007,-4.844746,-0.020695,-13.3512
11.36007,-4.84504,-0.02072553,-13.3512
11.38007,-4.845404,-0.02515653,-13.3512
11.40007,-4.845565,-0.01294191,-13.3512
11.42007,-4.845766,-0.01654011,-13.3512
11.44007,-4.846007,-0.01832134,-13.3512
11.46007,-4.846302,-0.02106638,-13.3512
11.48007,-4.846663,-0.02440837,-13.3512
11.50007,-4.847085,-0.0273104,-13.3512
11.52007,-4.847452,-0.02355054,-13.3512
11.54007,-4.847829,-0.02507395,-13.3512
11.56007,-4.84812,-0.02053046,-13.3512
11.58008,-4.848412,-0.02067366,-13.3512
11.60008,-4.848774,-0.02511448,-13.3512
11.62008,-4.848936,-0.01296724,-13.3512
11.64008,-4.849137,-0.01662315,-13.3512
11.66008,-4.849381,-0.01842527,-13.3512
11.68008,-4.849677,-0.02111024,-13.3512
11.70008,-4.850039,-0.02442321,-13.3512
11.72008,-4.85046,-0.02722709,-13.3512
11.74008,-4.850824,-0.02338363,-13.3512
11.76008,-4.851204,-0.02525036,-13.3512
11.78008,-4.851498,-0.02063723,-13.3512
11.80008,-4.85179,-0.02064367,-13.3512
11.82008,-4.852154,-0.02516617,-13.3512
11.84008,-4.852316,-0.01281819,-13.3512
11.86008,-4.852511,-0.01630612,-13.3512
11.88008,-4.852749,-0.01812698,-13.3512
11.90008,-4.853035,-0.02060071,-13.3512
11.92008,-4.853386,-0.02387115,-13.3512
11.94008,-4.853798,-0.02689713,-13.3512
11.96008,-4.854163,-0.02340716,-13.3512
11.98008,-4.854544,-0.02528574,-13.3512
12.00008,-4.854838,-0.02063537,-13.3512
12.02009,-4.855131,-0.02067652,-13.3512
12.04009,-4.855493,-0.02510074,-13.3512
12.06009,-4.855654,-0.01290651,-13.3512
12.08009,-4.855853,-0.01650621,-13.3512
12.10009,-4.856095,-0.01830697,-13.3512
12.12009,-4.85639,-0.02107958,-13.3512
12.14009,-4.856752,-0.02446587,-13.3512
12.16009,-4.857174,-0.02736734,-13.3512
12.18009,-4.857542,-0.02356249,-13.3512
12.20009,-4.857918,-0.02500671,-13.3512
12.22009,-4.858208,-0.02048643,-13.3512
12.24009,-4.8585,-0.02063563,-13.3512
12.26009,-4.85886,-0.02505673,-13.3512
12.28009,-4.859021,-0.01293018,-13.3512
12.30009,-4.859222,-0.0166042,-13.3512
12.32009,-4.859466,-0.01841858,-13.3512
12.34009,-4.859762,-0.02111775,-13.3512
12.36009,-4.860125,-0.02445272,-13.3512
12.38009,-4.860545,-0.02725017,-13.3512
12.40009,-4.860909,-0.02337113,-13.3512
12.42009,-4.861289,-0.025197,-13.3512
12.44009,-4.861581,-0.02058926,-13.3512
12.4601,-4.861873,-0.02060729,-13.3512
12.4801,-4.862236,-0.02512912,-13.3512
12.5001,-4.862397,-0.01280327,-13.3512
12.5201,-4.862593,-0.01631348,-13.3512
12.5401,-4.86283,-0.01812591,-13.3512
12.5601,-4.863117,-0.02064377,-13.3512
12.5801,-4.86347,-0.02393268,-13.3512
12.6001,-4.863883,-0.02695704,-13.3512
12.6201,-4.864248,-0.02340108,-13.3512
12.6401,-4.864628,-0.02523072,-13.3512
12.6601,-4.864921,-0.0205905,-13.3512
12.6801,-4.865213,-0.02065313,-13.3512
12.7001,-4.865575,-0.02508165,-13.3512
12.7201,-4.865736,-0.01290575,-13.3512
12.7401,-4.865935,-0.01651862,-13.3512
12.7601,-4.866177,-0.01831394,-13.3512
12.7801,-4.866473,-0.02116528,-13.3512
12.8001,-4.866838,-0.02457526,-13.3512
12.8201,-4.867261,-0.02743341,-13.3512
12.8401,-4.867629,-0.02354719,-13.3512
12.8601,-4.868004,-0.02492382,-13.3512
12.88011,-4.868292,-0.02041453,-13.3512
12.90011,-4.868582,-0.02059236,-13.3512
12.92011,-4.868943,-0.02504809,-13.3512
12.94011,-4.869103,-0.01293132,-13.3512
12.96011,-4.869305,-0.01660997,-13.3512
12.98011,-4.869549,-0.0184298,-13.3512
13.00011,-4.869847,-0.02124044,-13.3512
13.02011,-4.870212,-0.0245712,-13.3512
13.04011,-4.870635,-0.02733098,-13.3512
13.06011,-4.870999,-0.02337067,-13.3512
13.08011,-4.871377,-0.02510966,-13.3512
13.10011,-4.871668,-0.02052176,-13.3512
13.12011,-4.871959,-0.0205586,-13.3512
13.14011,-4.872321,-0.02510484,-13.3512
13.16011,-4.872482,-0.01279305,-13.3512
13.18011,-4.872677,-0.01631896,-13.3512
